"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"502565","occ","","","51100","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","13623"
"502606","occ","","","11797","Sivapithecus indicus","species","133676","MN 6","MN 7 + 8","13.65","11.1","13624"
"502607","occ","","","11797","Sivapithecus","genus","40898","MN 6","MN 7 + 8","13.65","11.1","13624"
"502608","occ","","","11797","Sivapithecus","genus","40898","MN 6","MN 7 + 8","13.65","11.1","13624"
"504054","occ","","","51188","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","13638"
"504071","occ","","","51190","Kenyapithecus","genus","100574","Burdigalian","","20.44","15.97","13638"
"507149","occ","","","51477","Macaca","genus","40869","Pliocene","Pleistocene","5.333","0.0117","13691"
"507174","occ","","","51478","Macaca","genus","40869","Pliocene","Pleistocene","5.333","0.0117","13691"
"507187","occ","","","51479","Macaca","genus","40869","Pliocene","Pleistocene","5.333","0.0117","13691"
"507204","occ","","","51482","Macaca","genus","40869","Early Pleistocene","Middle Pleistocene","2.588","0.126","13691"
"512153","occ","","","51812","Macaca sylvanus","species","104118","Pliocene","Pleistocene","5.333","0.0117","13791"
"536657","occ","","","55533","Homo sapiens","species","83088","Holocene","","0.0117","0","36257"
"562950","occ","","","58809","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","16685"
"565618","occ","","","59150","Homo","genus","40901","Holocene","","0.0117","0","16894"
"569048","occ","","","59733","Anthropoidea","suborder","40840","Bartonian","Priabonian","41.3","33.9","17106"
"569049","occ","","","59733","Biretia piveteaui","species","144313","Bartonian","Priabonian","41.3","33.9","17106"
"570373","occ","","","59839","Colobinae","subfamily","234343","Messinian","","7.246","5.333","17171"
"570374","occ","","","59839","Hominidae","family","40899","Messinian","","7.246","5.333","17171"
"570375","occ","","","59839","Sahelanthropus tchadensis","species","77368","Messinian","","7.246","5.333","17173"
"572679","occ","","","60127","Catopithecus browni","species","97121","Rupelian","","33.9","28.1","29400"
"572680","occ","","","60127","Proteopithecus sylviae","species","97123","Rupelian","","33.9","28.1","29400"
"572681","occ","","","60127","Serapia eocaena","species","133673","Rupelian","","33.9","28.1","28178"
"572683","occ","","","60127","Arsinoea kallimos","species","133675","Rupelian","","33.9","28.1","28178"
"583569","occ","","","21695","Papio","genus","40871","Pleistocene","","2.588","0.0117","17685"
"583570","occ","","","21695","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","17685"
"623877","occ","","","67172","Khoratpithecus piriyai","species","89269","Late Miocene","","11.608","5.333","24291"
"625015","occ","","","55602","Acrecebus fraileyi","species","248947","Tortonian","","11.62","7.246","19222"
"625016","occ","","","55602","Stirtonia","genus","40851","Tortonian","","11.62","7.246","19222"
"625017","occ","","","55602","Solimoea acrensis","species","248944","Tortonian","","11.62","7.246","19222"
"625695","occ","","","67491","Xanthorhysis tabrumi","species","89728","Sharamurunian","","48.6","37.2","19236"
"627297","occ","","","67660","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","19319"
"632258","occ","","","68020","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","19464"
"632375","occ","","","68055","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632376","occ","","","68056","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632378","occ","","","68058","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19516"
"632379","occ","","","68059","Macaca","genus","40869","Holocene","","0.0117","0","19516"
"632443","occ","","","68063","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632444","occ","","","68064","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632445","occ","","","68066","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632446","occ","","","68067","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632447","occ","","","68068","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19537"
"632449","occ","","","68059","Homo sapiens","species","83088","Holocene","","0.0117","0","19537"
"632456","occ","","","68070","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","19545"
"635592","occ","","","68380","Procynocephalus","genus","40876","Early Pleistocene","","2.588","0.781","19685"
"636417","occ","","","68474","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","19718"
"639185","occ","","","68798","Macaca","genus","40869","Pliocene","","5.333","2.588","19797"
"640568","occ","","","69088","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","19923"
"645286","occ","","","69711","Pliopithecus vindobonensis","species","143183","MN 6","","13.65","12.75","23390"
"645346","occ","","","69712","Griphopithecus","genus","133717","MN 6","MN 7 + 8","13.65","11.1","23390"
"645347","occ","","","69712","Pliopithecus antiquus","species","143188","MN 6","MN 7 + 8","13.65","11.1","23390"
"654949","occ","","","70705","Homo sapiens","species","83088","Holocene","","0.0117","0","19694"
"655351","occ","","","70721","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","23725"
"655355","occ","","","70705","Homo sapiens","species","83088","Holocene","","0.0117","0","19694"
"655632","occ","","","12950","Propliopithecus ankeli","species","97187","Rupelian","","33.9","28.1","23738"
"655658","occ","26243","","70808","Noropithecus bulukensis","species","208981","Early Miocene","","23.03","15.97","38826"
"655660","occ","","","70808","Kenyapithecus","genus","100574","Early Miocene","","23.03","15.97","23745"
"655661","occ","19261","","70808","Hominoidea","superfamily","40883","Early Miocene","","23.03","15.97","10163"
"656679","occ","","","70907","Australopithecus","genus","40900","Pliocene","","5.333","2.588","23775"
"656682","occ","","","70907","Papio","genus","40871","Pliocene","","5.333","2.588","23775"
"656683","occ","","","70907","Theropithecus","genus","40879","Pliocene","","5.333","2.588","23775"
"656690","occ","","","22160","Ardipithecus ramidus","species","83091","Zanclean","","5.333","3.6","5354"
"656691","occ","","","22139","Ardipithecus","genus","83059","Tortonian","Zanclean","11.62","3.6","23608"
"658997","occ","","","71061","Dolichopithecus ruscinensis","species","97754","MN 14","","4.9","4.2","23813"
"658998","occ","","","71061","Mesopithecus monspessulanus","species","72228","MN 14","","4.9","4.2","23813"
"659096","occ","","","71071","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","5213"
"659291","occ","","","22160","Colobinae","subfamily","234343","Zanclean","","5.333","3.6","5357"
"659292","occ","","","22160","Paracolobus","genus","40872","Zanclean","","5.333","3.6","5357"
"659294","occ","","","22160","Parapapio","genus","40874","Zanclean","","5.333","3.6","5357"
"659328","occ","","","22139","Colobinae","subfamily","234343","Tortonian","Zanclean","11.62","3.6","23832"
"659329","occ","","","22139","Parapapio","genus","40874","Tortonian","Zanclean","11.62","3.6","23832"
"659330","occ","","","22139","Macaca","genus","40869","Tortonian","Zanclean","11.62","3.6","23832"
"659445","occ","","","71105","Pliopithecus","genus","40887","MN 6","","13.65","12.75","23812"
"661545","occ","","","71269","Alouatta","genus","92602","Holocene","","0.0117","0","24063"
"661932","occ","","","71313","Protopithecus brasiliensis","species","143125","Late Pleistocene","Holocene","0.126","0","24122"
"662048","occ","","","71328","Homo sapiens","species","83088","Holocene","","0.0117","0","24000"
"662055","occ","","","71329","Homo sapiens","species","83088","Holocene","","0.0117","0","24000"
"664411","occ","","","71580","Lufengpithecus chiangmuanensis","species","99037","MN 7 + 8","MN 9","12.75","9.7","24182"
"667160","occ","","","68547","Sivapithecus","genus","40898","MN 5","","15.97","13.65","24292"
"667161","occ","","","68547","Sivapithecus","genus","40898","MN 5","","15.97","13.65","24292"
"667817","occ","","","12960","Afrotarsius chatrathi","species","100568","Rupelian","","33.9","28.1","24324"
"667819","occ","","","12968","Qatrania wingi","species","100570","Rupelian","","33.9","28.1","24326"
"667820","occ","","","12954","Aegyptopithecus zeuxis","species","100577","Rupelian","","33.9","28.1","24335"
"667821","occ","","","12954","Propliopithecus chirobates","species","100578","Rupelian","","33.9","28.1","24335"
"667824","occ","","","71943","Apidium moustafai","species","172416","Rupelian","","33.9","28.1","34163"
"667825","occ","","","71943","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","24335"
"667826","occ","","","71943","Propliopithecus","genus","40888","Rupelian","","33.9","28.1","24335"
"667885","occ","","","67706","Biretia fayumensis","species","100641","Priabonian","","38","33.9","24348"
"667886","occ","","","67706","Biretia megalopsis","species","100642","Priabonian","","38","33.9","24348"
"669509","occ","","","37493","Tarsius eocaenus","species","101393","Middle Eocene","","48.6","37.2","1044"
"669510","occ","","","37493","Eosimias sinensis","species","101397","Middle Eocene","","48.6","37.2","1044"
"691228","occ","","","74474","Homo sapiens","species","83088","Holocene","","0.0117","0","1326"
"691262","occ","","","41116","Eosimias centennicus","species","105205","Sharamurunian","","48.6","37.2","29403"
"691263","occ","","","74475","Eosimias dawsonae","species","105206","Sharamurunian","","48.6","37.2","24984"
"691264","occ","","","74476","Phenacopithecus xueshii","species","105208","Sharamurunian","","48.6","37.2","24984"
"691265","occ","","","74477","Phenacopithecus krishtalkai","species","105209","Sharamurunian","","48.6","37.2","24984"
"691767","occ","","","74511","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","25014"
"691768","occ","","","74512","Homo habilis","species","83082","Early Pleistocene","","2.588","0.781","25014"
"696803","occ","","","41333","Myanmarpithecus yarshensis","species","106801","Bartonian","","41.3","38","25254"
"696804","occ","","","41393","Bahinia pondaungensis","species","58155","Bartonian","","41.3","38","25272"
"699358","occ","19645","","56733","Homo georgicus","species","108454","Early Pleistocene","","2.588","0.781","25343"
"699384","occ","","","75087","Udabnopithecus garedziensis","species","108767","MN 11","","8.7","7.75","24838"
"706237","occ","","","75786","Mesopithecus","genus","40870","Serravallian","","13.82","11.62","24838"
"706252","occ","","","60268","Oreopithecus","genus","40882","MN 9","","11.1","9.7","24838"
"719013","occ","","","49078","Tarsiidae","family","40838","Late Eocene","","37.2","33.9","26116"
"719350","occ","","","41456","Pondaungia cotteri","species","100581","Bartonian","","41.3","38","26130"
"727017","occ","","","75492","Mesopithecus pentelicus","species","97758","Turolian","","8.7","5.333","26330"
"727498","occ","","","78193","Procynocephalus","genus","40876","Early Pleistocene","","2.588","0.781","26343"
"730617","occ","","","78520","Bugtipithecus inexpectans","species","116948","Early Oligocene","","33.9","28.4","26396"
"730618","occ","","","78520","Phileosimias kamali","species","116950","Early Oligocene","","33.9","28.4","26396"
"730619","occ","","","78520","Phileosimias brahuiorum","species","116951","Early Oligocene","","33.9","28.4","26396"
"737176","occ","","","79200","Donrussellia lusitanica","species","118747","Early Eocene","","55.8","48.6","26559"
"741189","occ","","","59167","Cercopithecidae","family","40860","Messinian","Piacenzian","7.246","2.588","5401"
"742618","occ","","","53970","Prohylobates tandyi","species","100579","MN 4","","16.9","15.97","26934"
"748898","occ","","","53970","Dryopithecus mogharensis","species","120903","MN 4","","16.9","15.97","26934"
"774119","occ","","","83069","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","27902"
"774126","occ","","","83072","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","27902"
"776486","occ","","","83303","Homo sapiens","species","83088","Holocene","","0.0117","0","27974"
"776510","occ","","","83304","Homo sapiens","species","83088","Holocene","","0.0117","0","27974"
"779646","occ","","","83629","Afropithecus turkanensis","species","97222","Burdigalian","","20.44","15.97","28050"
"784261","occ","","","48126","Hesperotarsius thailandicus","species","113511","Middle Miocene","","15.97","11.608","28326"
"786143","occ","","","84800","Proconsul heseloni","species","157735","Burdigalian","","20.44","15.97","28456"
"786307","occ","","","28293","Victoriapithecus macinnesi","species","135923","MN 2","","22.4","20","28475"
"786308","occ","","","28293","Proconsul","genus","40895","MN 2","","22.4","20","28475"
"786309","occ","","","28293","Kogolepithecus morotoensis","species","135926","MN 2","","22.4","20","28475"
"786310","occ","","","28293","Afropithecus turkanensis","species","97222","MN 2","","22.4","20","28475"
"788624","occ","","F","85201","Cebupithecia sarmientoi","species","247698","Late Miocene","","11.608","5.333","28674"
"802740","occ","","","87314","Homunculus patagonicus","species","242914","Santacrucian","","17.5","16.3","29404"
"802755","occ","","","87321","Protopithecus brasiliensis","species","143125","Pleistocene","","2.588","0.0117","23914"
"802771","occ","","","28441","Lomorupithecus harrisoni","species","143152","Burdigalian","","20.44","15.97","29411"
"802821","occ","","","87341","Limnopithecus","genus","40886","Burdigalian","","20.44","15.97","29413"
"802822","occ","","","87341","Kalepithecus songhorensis","species","143166","Burdigalian","","20.44","15.97","29413"
"802823","occ","","","87341","Proconsul major","species","157734","Burdigalian","","20.44","15.97","29413"
"805500","occ","","","75077","Pondaungia cotteri","species","100581","Bartonian","","41.3","38","25250"
"806038","occ","","","12960","Simonsius grangeri","species","144355","Rupelian","","33.9","28.1","29577"
"808150","occ","","","35538","Donrussellia provincialis","species","145138","Early Eocene","","55.8","48.6","1679"
"808162","occ","","","88347","Apidium phiomense","species","100576","Rupelian","","33.9","28.1","59618"
"808164","occ","","","88348","Parapithecus fraasi","species","144353","Rupelian","","33.9","28.1","29671"
"808165","occ","","","88348","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","29671"
"808166","occ","","","88348","Propliopithecus haeckeli","species","100582","Rupelian","","33.9","28.1","29671"
"808532","occ","","","49078","Siamopithecus eocaenus","species","145178","Late Eocene","","37.2","33.9","57783"
"819161","occ","","","90035","Ganlea megacanina","species","148613","Bartonian","","41.3","38","30171"
"819519","occ","","","90070","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","30193"
"832279","occ","","","92148","Cercopithecidae","family","40860","MN 9","","11.1","9.7","31040"
"832280","occ","","","92148","Chororapithecus abyssinicus","species","156663","MN 9","","11.1","9.7","31040"
"833083","occ","","","92422","Oreopithecus","genus","40882","Turolian","","8.7","5.333","31155"
"833095","occ","","","92423","Oreopithecus","genus","40882","Turolian","","8.7","5.333","31155"
"833811","occ","","","92640","Pierolapithecus catalaunicus","species","157889","MN 7 + 8","","12.75","11.1","31215"
"835681","occ","","","92781","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","31293"
"835682","occ","","","92781","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","31293"
"835683","occ","","","92781","Pongo pygmaeus","species","232338","Middle Pleistocene","","0.781","0.126","31293"
"835684","occ","","","92781","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","31293"
"835685","occ","","","92781","Hominoidea","superfamily","40883","Middle Pleistocene","","0.781","0.126","31293"
"835686","occ","","","92781","Nomascus concolor","species","158842","Middle Pleistocene","","0.781","0.126","31293"
"835687","occ","","","92781","Macaca assamensis","species","231975","Middle Pleistocene","","0.781","0.126","31293"
"835688","occ","","","92781","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","31293"
"835950","occ","","","92786","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","31306"
"835986","occ","","","92787","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31309"
"835987","occ","","","92787","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","31309"
"835988","occ","","","92787","Macaca mulatta","species","232540","Late Pleistocene","","0.126","0.0117","31309"
"835989","occ","","","92787","Rhinopithecus","genus","158797","Late Pleistocene","","0.126","0.0117","31309"
"835990","occ","","","92787","Trachypithecus phayrei","species","238675","Late Pleistocene","","0.126","0.0117","31309"
"835991","occ","22509","","92787","Hylobatidae","family","40889","Late Pleistocene","","0.126","0.0117","29343"
"837320","occ","","","92838","Donrussellia","genus","40805","Early Eocene","","55.8","48.6","31336"
"837527","occ","","","92904","Oreopithecus","genus","40882","Tortonian","","11.62","7.246","31363"
"839044","occ","","","93141","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31472"
"842444","occ","","","93520","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842458","occ","","","93521","Trachypithecus cristatus","species","231534","Early Pleistocene","","2.588","0.781","31625"
"842459","occ","","","93521","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","31625"
"842460","occ","","","93521","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842481","occ","","","93522","Homo erectus","species","83084","Early Pleistocene","","2.588","0.781","31625"
"842493","occ","","","93523","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","31625"
"842494","occ","","","93523","Homo erectus","species","83084","Late Pleistocene","","0.126","0.0117","31625"
"842506","occ","","","93524","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","31625"
"842507","occ","","","93524","Symphalangus syndactylus","species","231500","Late Pleistocene","","0.126","0.0117","31625"
"842508","occ","","","93524","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","31625"
"842509","occ","","","93524","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31625"
"842668","occ","","","93537","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31654"
"843025","occ","","","93597","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","31713"
"850686","occ","","","94555","Neosaimiri annectens","species","269803","Friasian","","16.3","15.5","32171"
"850961","occ","22959","","21722","Morotopithecus bishopi","species","164184","MN 2","","22.4","20","32208"
"856590","occ","","","95150","Australopithecus sediba","species","165364","Late Pliocene","","3.6","2.588","32406"
"860704","occ","","","95644","Branisella boliviana","species","165990","Deseadan","","29","21","32479"
"860705","occ","","","95645","Chilecebus carrascoensis","species","165994","Colhuehuapian","","21","17.5","32480"
"860708","occ","","","27311","Dolichocebus gaimanensis","species","100572","Colhuehuapian","","21","17.5","46095"
"861166","occ","","","95688","Branisella boliviana","species","165990","Deseadan","","29","21","32499"
"864369","occ","","","60127","Qatrania basiodontos","species","166584","Rupelian","","33.9","28.1","32563"
"864371","occ","","","12960","Qatrania fleaglei","species","166601","Rupelian","","33.9","28.1","32566"
"874989","occ","","","96973","Homo sapiens","species","83088","Holocene","","0.0117","0","33119"
"874991","occ","","","96973","Papio","genus","40871","Holocene","","0.0117","0","33119"
"875016","occ","","","96974","Papio","genus","40871","Late Pleistocene","","0.126","0.0117","33119"
"876608","occ","","","97221","Saadanius hijazensis","species","169688","Oligocene","","33.9","23.03","33160"
"895997","occ","","","12968","Oligopithecus savagei","species","172415","Rupelian","","33.9","28.1","34163"
"906577","occ","","","101899","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","34644"
"936227","occ","","","107995","Pongo hooijeri","species","183260","Middle Pleistocene","","0.781","0.126","35877"
"936230","occ","","","107996","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936231","occ","","","107996","Hominoidea","superfamily","40883","Late Pleistocene","","0.126","0.0117","35877"
"936232","occ","","","107997","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","35877"
"936233","occ","","","107997","Hylobates","genus","40891","Late Pleistocene","","0.126","0.0117","35877"
"936234","occ","","","107997","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936235","occ","","","107997","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","35877"
"936236","occ","","","107998","Pongo pygmaeus","species","232338","Pleistocene","","2.588","0.0117","35877"
"936237","occ","","","107999","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","35877"
"936238","occ","","","107999","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936239","occ","","","108000","Pongo pygmaeus","species","232338","Late Pleistocene","","0.126","0.0117","35877"
"936244","occ","","","108001","Pongo pygmaeus","species","232338","Middle Pleistocene","","0.781","0.126","35877"
"936245","occ","","","108001","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","35877"
"936246","occ","","","108001","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","35877"
"936247","occ","","","92781","Langsonia liquidens","species","182634","Middle Pleistocene","","0.781","0.126","35877"
"936248","occ","","","92781","Pongo hooijeri","species","183260","Middle Pleistocene","","0.781","0.126","35877"
"939144","occ","","","12960","Aegyptopithecus zeuxis","species","100577","Rupelian","","33.9","28.1","35965"
"943034","occ","","","21724","Equatorius africanus","species","100573","Early Miocene","","23.03","15.97","36156"
"946470","occ","","","110073","Homo sapiens","species","83088","Holocene","","0.0117","0","36280"
"950527","occ","","","110964","Khoratpithecus ayeyarwadyensis","species","187803","Tortonian","","11.62","7.246","36443"
"950528","occ","","","110965","Khoratpithecus","genus","89267","Tortonian","","11.62","7.246","36443"
"964186","occ","","","113430","Tarsius sirindhornae","species","193184","MN 6","","13.65","12.75","36811"
"970756","occ","","","21711","Theropithecus oswaldi","species","133586","Pleistocene","Holocene","2.588","0","37298"
"970757","occ","","","21711","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","37298"
"970819","occ","","","115167","Papio","genus","40871","Late Pleistocene","","0.126","0.0117","37301"
"970820","occ","","","115167","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","37301"
"970960","occ","","","115188","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","37305"
"978899","occ","","","21713","Cercopithecidae","family","40860","Late Pliocene","","3.6","2.588","4809"
"989339","occ","","","119044","Insulacebus toussaintiana","species","203520","Holocene","","0.0117","0","38248"
"997969","occ","","","120834","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","38591"
"997970","occ","","","120834","Rhinopithecus","genus","158797","Middle Pleistocene","","0.781","0.126","38591"
"997971","occ","","","120834","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","38591"
"997996","occ","","","120834","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","38591"
"1004580","occ","","","122304","Homo sapiens","species","83088","Holocene","","0.0117","0","38927"
"1006791","occ","","","32904","Homo sapiens","species","83088","Holocene","","0.0117","0","39115"
"1025661","occ","","","125671","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","40805"
"1025662","occ","","","125672","Homo","genus","40901","Late Pleistocene","","0.126","0.0117","40805"
"1028398","occ","","","125952","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","40898"
"1034640","occ","","","104667","Homo sapiens","species","83088","Holocene","","0.0117","0","41131"
"1073993","occ","","","133441","Cebidae","family","40844","Laventan","","13.8","11.8","42295"
"1074613","occ","","","133596","Branisella boliviana","species","165990","Deseadan","","29","21","42787"
"1074890","occ","","F","133648","Cebupithecia sarmientoi","species","247698","Laventan","","13.8","11.8","43063"
"1074990","occ","","F","133688","Neosaimiri fieldsi","species","247867","Laventan","","13.8","11.8","43079"
"1074991","occ","","","133689","Stirtonia tatacoensis","species","263001","Laventan","","13.8","11.8","43079"
"1074992","occ","","","133689","Homunculus","genus","40850","Laventan","","13.8","11.8","43079"
"1078285","occ","","","134808","Solimoea acrensis","species","248944","Late Miocene","","11.608","5.333","43303"
"1078533","occ","","","134868","Acrecebus fraileyi","species","248947","Late Miocene","","11.608","5.333","43310"
"1088481","occ","","","136420","Alouatta mauroi","species","251835","Late Pleistocene","Holocene","0.126","0","43739"
"1089621","occ","","","136913","Macaca","genus","40869","Late Miocene","","11.608","5.333","43778"
"1091177","occ","","","134868","Stirtonia","genus","40851","Late Miocene","","11.608","5.333","43310"
"1106771","occ","","","115191","Papio","genus","40871","Pleistocene","","2.588","0.0117","45190"
"1106772","occ","","","115191","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","45190"
"1106796","occ","","","140012","Stirtonia tatacoensis","species","263001","Laventan","","13.8","11.8","45187"
"1107126","occ","","","140046","Callitrichinae","subfamily","66280","Laventan","","13.8","11.8","45194"
"1107127","occ","","","140046","Micodon kiotensis","species","260161","Laventan","","13.8","11.8","45194"
"1107319","occ","","","139845","Platyrrhini","unranked clade","40843","Friasian","","16.3","15.5","45212"
"1110011","occ","","","140634","Stirtonia victoriae","species","261792","Laventan","","13.8","11.8","45326"
"1112912","occ","","","141175","Propithecia neuquenensis","species","263298","Middle Miocene","","15.97","11.608","45811"
"1114393","occ","","","59319","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","45931"
"1114394","occ","","","59319","Soriacebus","genus","264169","Early Miocene","","23.03","15.97","45931"
"1116618","occ","","","59319","Soriacebus ameghinorum","species","264170","Early Miocene","","23.03","15.97","46033"
"1116637","occ","32132","","59320","Soriacebus adrianae","species","264171","Early Miocene","","23.03","15.97","58232"
"1116640","occ","","","59321","Soriacebus adrianae","species","264171","Early Miocene","","23.03","15.97","46037"
"1116641","occ","","","59323","Soriacebus adrianae","species","264171","Early Miocene","","23.03","15.97","46037"
"1116648","occ","","","59325","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","46037"
"1116649","occ","","","59319","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","46037"
"1116650","occ","","","59321","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","46037"
"1116651","occ","","","59323","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","46037"
"1116652","occ","","","59320","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","46037"
"1116653","occ","","","59319","Carlocebus intermedius","species","264176","Early Miocene","","23.03","15.97","46037"
"1124826","occ","32125","","142533","Homunculus patagonicus","species","242914","Early Miocene","","23.03","15.97","58226"
"1134440","occ","","","144401","Lagonimico conclucatus","species","267395","Laventan","","13.8","11.8","46681"
"1134605","occ","","","141256","Nuciruptor rubricae","species","267426","Laventan","","13.8","11.8","46711"
"1138708","occ","","","145126","Saimiri","genus","92616","Santacrucian","","17.5","16.3","46933"
"1141256","occ","","","145432","Patasola magdalenae","species","269766","Laventan","","13.8","11.8","47009"
"1141634","occ","","F","13739","Cebupithecia sarmientoi","species","247698","Friasian","","16.3","15.5","47018"
"1141654","occ","","","13686","Neosaimiri annectens","species","269803","Friasian","","16.3","15.5","47018"
"1143557","occ","","","145559","Miocallicebus villaviejai","species","270203","Laventan","","13.8","11.8","47054"
"1144710","occ","","","145721","Soriacebus ameghinorum","species","264170","Early Miocene","","23.03","15.97","47137"
"1144742","occ","","","59133","Carlocebus carmenensis","species","264175","Early Miocene","","23.03","15.97","47138"
"1145429","occ","","","89028","Platyrrhini","unranked clade","40843","Early Miocene","","23.03","15.97","47164"
"1149246","occ","","","122454","Dryopithecus","genus","40893","Burdigalian","","20.44","15.97","47354"
"1156826","occ","","","148396","Pliopithecus","genus","40887","Langhian","","15.97","13.82","47649"
"1160069","occ","","","149173","Notnamaia bogenfelsi","species","274552","Lutetian","","47.8","41.3","47755"
"1189626","occ","30592","","13127","Krabia minuta","species","286478","Late Eocene","","37.2","33.9","25257"
"1196519","occ","","","74292","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","50339"
"1196917","occ","","","154805","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","2451"
"1201232","occ","","","155393","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","50713"
"1212752","occ","","","157582","Mesopithecus pentelicus","species","97758","Turolian","","8.7","5.333","51833"
"1229914","occ","","","12950","Apidium bowni","species","305789","Rupelian","","33.9","28.1","52729"
"1230185","occ","","","161954","Homo","genus","40901","Pleistocene","","2.588","0.0117","52762"
"1231943","occ","","","162133","Homo sapiens","species","83088","Holocene","","0.0117","0","52801"
"1234332","occ","","","162464","Oligopithecus rogeri","species","306557","Early Oligocene","","33.9","28.4","52910"
"1234342","occ","","","162464","Propliopithecus haeckeli","species","100582","Early Oligocene","","33.9","28.4","52913"
"1240427","occ","","","83522","Afrasia djijidae","species","308481","Bartonian","","41.3","38","53249"
"1240429","occ","","","41393","Afrasia djijidae","species","308481","Bartonian","","41.3","38","53249"
"1240430","occ","","","78057","Afrasia djijidae","species","308481","Bartonian","","41.3","38","53249"
"1255387","occ","","","166446","Apidium zuetina","species","331672","Early Oligocene","","33.9","28.4","57011"
"1261090","occ","","","99405","Anthropoidea","suborder","40840","Late Oligocene","","28.4","23.03","54679"
"1265785","occ","","","75481","Anapithecus","genus","143141","MN 9","","11.1","9.7","55045"
